cntabb,test,year,n_res,subject,grade
TCD,PASEC,2006,National,math,5
TCD,PASEC,2006,National,reading,5
TCD,PASEC_2014,2014,National,math,6
TCD,PASEC_2014,2014,National,reading,6
TGO,PASEC,2001,National,math,5
TGO,PASEC,2001,National,reading,5
TGO,PASEC,2006,National,math,5
TGO,PASEC,2006,National,reading,5
TGO,PASEC_2014,2014,National,math,6
TGO,PASEC_2014,2014,National,reading,6
THA,PISA,2000,National,math,8
THA,PISA,2000,National,reading,8
THA,PISA,2000,National,science,8
THA,PISA,2003,National,math,8
THA,PISA,2003,National,reading,8
THA,PISA,2003,National,science,8
THA,PISA,2006,National,math,8
THA,PISA,2006,National,reading,8
THA,PISA,2006,National,science,8
THA,TIMSS,2007,National,math,8
THA,TIMSS,2007,National,science,8
THA,PISA,2009,National,math,8
THA,PISA,2009,National,reading,8
THA,PISA,2009,National,science,8
THA,TIMSS,2011,National,math,4
THA,TIMSS,2011,National,math,8
THA,TIMSS,2011,National,science,4
THA,TIMSS,2011,National,science,8
THA,PISA,2012,National,math,8
THA,PISA,2012,National,reading,8
THA,PISA,2012,National,science,8
THA,PISA,2015,National,math,8
THA,PISA,2015,National,reading,8
THA,PISA,2015,National,science,8
THA,TIMSS,2015,National,math,8
THA,TIMSS,2015,National,science,8
THA,PISA,2018,National,math,8
THA,PISA,2018,National,reading,8
THA,PISA,2018,National,science,8
TJK,EGRA,2016,Non National,reading,2-4
TJK,EGRA,2018,National,reading,2-4
TKL,PILNA,2015,National,reading,4
TKL,PILNA,2018,National,reading,4
TLS,EGRA,2009,National,reading,2-4
TLS,EGRA,2011,National,reading,2-4
TON,EGRA,2009,National,reading,2-4
TON,EGRA,2014,National,reading,2-4
TON,PILNA,2015,National,reading,4
TON,PILNA,2018,National,reading,4
TTO,PIRLS,2006,National,reading,4
TTO,PISA,2009,National,math,8
TTO,PISA,2009,National,reading,8
TTO,PISA,2009,National,science,8
TTO,PIRLS,2011,National,reading,4
TTO,PISA,2015,National,math,8
TTO,PISA,2015,National,reading,8
TTO,PISA,2015,National,science,8
TTO,PIRLS,2016,National,reading,4
TUN,MLA,2000,National,math,4
TUN,MLA,2000,National,reading,4
TUN,PISA,2003,National,math,8
TUN,PISA,2003,National,reading,8
TUN,PISA,2003,National,science,8
TUN,TIMSS,2003,National,math,4
TUN,TIMSS,2003,National,math,8
TUN,TIMSS,2003,National,science,4
TUN,TIMSS,2003,National,science,8
TUN,PISA,2006,National,math,8
TUN,PISA,2006,National,reading,8
TUN,PISA,2006,National,science,8
TUN,TIMSS,2007,National,math,4
TUN,TIMSS,2007,National,math,8
TUN,TIMSS,2007,National,science,4
TUN,TIMSS,2007,National,science,8
TUN,PISA,2009,National,math,8
TUN,PISA,2009,National,reading,8
TUN,PISA,2009,National,science,8
TUN,TIMSS,2011,National,math,4
TUN,TIMSS,2011,National,math,8
TUN,TIMSS,2011,National,science,4
TUN,TIMSS,2011,National,science,8
TUN,PISA,2012,National,math,8
TUN,PISA,2012,National,reading,8
TUN,PISA,2012,National,science,8
TUN,PISA,2015,National,math,8
TUN,PISA,2015,National,reading,8
TUN,PISA,2015,National,science,8
TUR,PIRLS,2001,National,reading,4
TUR,PISA,2003,National,math,8
TUR,PISA,2003,National,reading,8
TUR,PISA,2003,National,science,8
TUR,PISA,2006,National,math,8
TUR,PISA,2006,National,reading,8
TUR,PISA,2006,National,science,8
TUR,TIMSS,2007,National,math,8
TUR,TIMSS,2007,National,science,8
TUR,PISA,2009,National,math,8
TUR,PISA,2009,National,reading,8
TUR,PISA,2009,National,science,8
TUR,TIMSS,2011,National,math,4
TUR,TIMSS,2011,National,math,8
TUR,TIMSS,2011,National,science,4
TUR,TIMSS,2011,National,science,8
TUR,PISA,2012,National,math,8
TUR,PISA,2012,National,reading,8
TUR,PISA,2012,National,science,8
TUR,PISA,2015,National,math,8
TUR,PISA,2015,National,reading,8
TUR,PISA,2015,National,science,8
TUR,TIMSS,2015,National,math,4
TUR,TIMSS,2015,National,math,8
TUR,TIMSS,2015,National,science,4
TUR,TIMSS,2015,National,science,8
TUR,PISA,2018,National,math,8
TUR,PISA,2018,National,reading,8
TUR,PISA,2018,National,science,8
TUV,PILNA,2015,National,reading,4
TUV,EGRA,2016,National,reading,2-4
TUV,PILNA,2018,National,reading,4
TWN,TIMSS,2003,National,math,4
TWN,TIMSS,2003,National,math,8
TWN,TIMSS,2003,National,science,4
TWN,TIMSS,2003,National,science,8
TWN,PIRLS,2006,National,reading,4
TWN,PISA,2006,National,math,8
TWN,PISA,2006,National,reading,8
TWN,PISA,2006,National,science,8
TWN,TIMSS,2007,National,math,4
TWN,TIMSS,2007,National,math,8
TWN,TIMSS,2007,National,science,4
TWN,TIMSS,2007,National,science,8
TWN,PISA,2009,National,math,8
TWN,PISA,2009,National,reading,8
TWN,PISA,2009,National,science,8
TWN,PIRLS,2011,National,reading,4
TWN,TIMSS,2011,National,math,4
TWN,TIMSS,2011,National,math,8
TWN,TIMSS,2011,National,science,4
TWN,TIMSS,2011,National,science,8
TWN,PISA,2012,National,math,8
TWN,PISA,2012,National,reading,8
TWN,PISA,2012,National,science,8
TWN,PISA,2015,National,math,8
TWN,PISA,2015,National,reading,8
TWN,PISA,2015,National,science,8
TWN,TIMSS,2015,National,math,4
TWN,TIMSS,2015,National,math,8
TWN,TIMSS,2015,National,science,4
TWN,TIMSS,2015,National,science,8
TWN,PIRLS,2016,National,reading,4
TWN,PISA,2018,National,math,8
TWN,PISA,2018,National,reading,8
TWN,PISA,2018,National,science,8
TZA,SACMEQ,2000,National,math,6
TZA,SACMEQ,2000,National,reading,6
TZA,SACMEQ,2007,National,math,6
TZA,SACMEQ,2007,National,reading,6
TZA,EGRA,2013,National,reading,2-4
UGA,MLA,2000,National,math,4
UGA,MLA,2000,National,reading,4
UGA,SACMEQ,2000,National,math,6
UGA,SACMEQ,2000,National,reading,6
UGA,SACMEQ,2007,National,math,6
UGA,SACMEQ,2007,National,reading,6
UGA,EGRA,2009,Non National,reading,2-4
UGA,SACMEQ,2013,National,math,6
UGA,SACMEQ,2013,National,reading,6
UKR,TIMSS,2007,National,math,4
UKR,TIMSS,2007,National,math,8
UKR,TIMSS,2007,National,science,4
UKR,TIMSS,2007,National,science,8
UKR,TIMSS,2011,National,math,8
UKR,TIMSS,2011,National,science,8
UKR,PISA,2018,National,math,8
UKR,PISA,2018,National,reading,8
UKR,PISA,2018,National,science,8
URY,PISA,2003,National,math,8
URY,PISA,2003,National,reading,8
URY,PISA,2003,National,science,8
URY,LLECE,2006,National,math,3
URY,LLECE,2006,National,math,6
URY,LLECE,2006,National,reading,3
URY,LLECE,2006,National,reading,6
URY,LLECE,2006,National,science,6
URY,PISA,2006,National,math,8
URY,PISA,2006,National,reading,8
URY,PISA,2006,National,science,8
URY,PISA,2009,National,math,8
URY,PISA,2009,National,reading,8
URY,PISA,2009,National,science,8
URY,PISA,2012,National,math,8
URY,PISA,2012,National,reading,8
URY,PISA,2012,National,science,8
URY,LLECE,2013,National,math,3
URY,LLECE,2013,National,math,6
URY,LLECE,2013,National,reading,3
URY,LLECE,2013,National,reading,6
URY,LLECE,2013,National,science,6
URY,PISA,2015,National,math,8
URY,PISA,2015,National,reading,8
URY,PISA,2015,National,science,8
URY,PISA,2018,National,math,8
URY,PISA,2018,National,reading,8
URY,PISA,2018,National,science,8
USA,PISA,2000,National,math,8
USA,PISA,2000,National,reading,8
USA,PISA,2000,National,science,8
USA,PIRLS,2001,National,reading,4
USA,PISA,2003,National,math,8
USA,PISA,2003,National,reading,8
USA,PISA,2003,National,science,8
USA,TIMSS,2003,National,math,4
USA,TIMSS,2003,National,math,8
USA,TIMSS,2003,National,science,4
USA,TIMSS,2003,National,science,8
USA,PIRLS,2006,National,reading,4
USA,PISA,2006,National,math,8
USA,PISA,2006,National,science,8
USA,TIMSS,2007,National,math,4
USA,TIMSS,2007,National,math,8
USA,TIMSS,2007,National,science,4
USA,TIMSS,2007,National,science,8
USA,PISA,2009,National,math,8
USA,PISA,2009,National,reading,8
USA,PISA,2009,National,science,8
USA,PIRLS,2011,National,reading,4
USA,TIMSS,2011,National,math,4
USA,TIMSS,2011,National,math,8
USA,TIMSS,2011,National,science,4
USA,TIMSS,2011,National,science,8
USA,PISA,2012,National,math,8
USA,PISA,2012,National,reading,8
USA,PISA,2012,National,science,8
USA,PISA,2015,National,math,8
USA,PISA,2015,National,reading,8
USA,PISA,2015,National,science,8
USA,TIMSS,2015,National,math,4
USA,TIMSS,2015,National,math,8
USA,TIMSS,2015,National,science,4
USA,TIMSS,2015,National,science,8
USA,PIRLS,2016,National,reading,4
USA,PISA,2018,National,math,8
USA,PISA,2018,National,reading,8
USA,PISA,2018,National,science,8
UZB,TIMSS-equivalent NAS,2019,National,math,5
VCT,EGRA,2016,National,reading,2-4
VCT,EGRA,2018,National,reading,2-4
VEN,PISA,2009,Non National,math,8
VEN,PISA,2009,Non National,reading,8
VEN,PISA,2009,Non National,science,8
VNM,PISA,2012,National,math,8
VNM,PISA,2012,National,reading,8
VNM,PISA,2012,National,science,8
VNM,PISA,2015,National,math,8
VNM,PISA,2015,National,reading,8
VNM,PISA,2015,National,science,8
VUT,EGRA,2010,National,reading,2-4
VUT,PILNA,2015,National,reading,4
VUT,PILNA,2018,National,reading,4
WSM,PILNA,2015,National,reading,4
WSM,EGRA,2017,National,reading,2-4
WSM,PILNA,2018,National,reading,4
XKX,PISA,2015,National,math,8
XKX,PISA,2015,National,reading,8
XKX,PISA,2015,National,science,8
XKX,PISA,2018,National,math,8
XKX,PISA,2018,National,reading,8
XKX,PISA,2018,National,science,8
YEM,TIMSS,2003,National,math,4
YEM,TIMSS,2003,National,science,4
YEM,TIMSS,2007,National,math,4
YEM,TIMSS,2007,National,science,4
YEM,EGRA,2011,National,reading,2-4
YEM,TIMSS,2011,National,math,4
YEM,TIMSS,2011,National,science,4
ZAF,MLA,2000,National,math,4
ZAF,MLA,2000,National,reading,4
ZAF,SACMEQ,2000,National,math,6
ZAF,SACMEQ,2000,National,reading,6
ZAF,TIMSS,2003,National,math,8
ZAF,TIMSS,2003,National,science,8
ZAF,PIRLS,2006,National,reading,5
ZAF,SACMEQ,2007,National,math,6
ZAF,SACMEQ,2007,National,reading,6
ZAF,PIRLS,2011,Non National,reading,5
ZAF,TIMSS,2011,National,math,9
ZAF,TIMSS,2011,National,science,9
ZAF,SACMEQ,2013,National,math,6
ZAF,SACMEQ,2013,National,reading,6
ZAF,TIMSS,2015,National,math,5
ZAF,TIMSS,2015,National,math,9
ZAF,TIMSS,2015,National,science,9
ZAF,PIRLS,2016,National,reading,4
ZMB,MLA,2000,National,math,4
ZMB,MLA,2000,National,reading,4
ZMB,SACMEQ,2000,National,math,6
ZMB,SACMEQ,2000,National,reading,6
ZMB,SACMEQ,2007,National,math,6
ZMB,SACMEQ,2007,National,reading,6
ZMB,EGRA,2011,National,reading,2-4
ZMB,SACMEQ,2013,National,math,6
ZMB,SACMEQ,2013,National,reading,6
ZMB,PISA,2017,National,math,8
ZMB,PISA,2017,National,reading,8
ZMB,PISA,2017,National,science,8
ZWE,SACMEQ,2007,National,math,6
ZWE,SACMEQ,2007,National,reading,6
ZWE,SACMEQ,2013,National,math,6
ZWE,SACMEQ,2013,National,reading,6
